Date,Daily_Revenue,Daily_Profit,Daily_Cost,Daily_Units,Daily_Orders,Daily_Margin,Avg_Shipping
2010-03-31,4477389.17,1764212.1300000001,2713177.04,22235,4,36.55453421589674,23.75
2010-04-01,1504807.94,923922.3999999999,580885.54,12666,3,49.32168809114938,41.333333333333336
2010-04-02,3151698.29,1300312.2399999998,1851386.05,18440,4,37.455628229499176,22.0
2010-04-03,6436083.4399999995,2433742.76,4002340.68,24874,5,49.068406487624564,30.2
2010-04-04,3400887.7,1380976.41,2019911.29,17353,5,40.8098386162114,27.4
2010-04-05,1301501.14,513769.10999999987,787732.03,16835,3,33.967129721454164,27.333333333333332
2010-04-06,10974930.8975,3009590.87875,7646145.37,28009,5,29.976192811085376,18.4
2010-04-07,3369301.59,934286.1399999999,2435015.45,12017,2,28.31280529604648,15.0
2010-04-09,930381.1,400692.56999999995,529688.53,4523,1,43.06757413709285,39.0
2010-04-10,1998310.53,756872.5900000001,1241437.94,24550,6,34.358727958820815,15.0
2010-04-11,7792154.9399999995,2300625.05,5491529.890000001,14879,4,29.577985873520575,24.75
2010-04-12,2836343.65,1079269.38,1757074.27,11809,2,35.2154600441124,35.0
2010-04-13,4311505.36875,1324449.1399999994,2848919.775,17669,3,29.854366937268612,17.333333333333332
2010-04-14,3925269.9699999997,838189.7599999999,3087080.21,11277,3,21.5556657950288,14.333333333333334
2010-04-15,305176.44,148391.69999999998,156784.74,1785,2,55.13554402315843,31.5
2010-04-16,7039453.40875,1996127.5099999995,4471394.545,24848,6,33.61582955983649,6.666666666666667
2010-04-17,141035.28,50291.49999999999,90743.78,5902,2,33.40409751131886,30.5
2010-04-18,1081653.6300000001,455226.22,626427.41,11560,2,34.44911397101159,17.0
2010-04-19,1765045.44,637859.5200000003,1127185.92,11568,2,36.13841918993316,9.0
2010-04-20,5587168.81875,1636031.4300000002,3585287.915,14413,3,35.314041183302315,28.666666666666668
2010-04-21,5930066.16,1797020.37,4133045.79,37264,8,32.447461171575846,25.625
2010-04-22,1231767.02,362378.19,869388.8300000001,6675,3,30.53601712270894,25.0
2010-04-23,1132318.3800000001,453811.65,678506.73,7917,2,35.81973842972731,8.0
2010-04-24,5757228.529999999,2565640.6399999997,3191587.89,33600,6,51.363313500971664,21.166666666666668
2010-04-25,3751613.2,1268563.05875,2259634.73,8581,1,33.81380198656941,50.0
2010-04-26,9332823.30875,3189097.8999999994,5762628.775,31541,5,41.57366162050725,16.4
2010-04-27,8286235.82875,2743765.7199999997,5257828.335,27171,6,33.090663899961676,46.166666666666664
2010-04-28,23026.44,5947.879999999997,17078.56,2468,1,25.83065380493032,29.0
2010-04-29,5230771.95875,994884.6099999999,3399453.795,16632,3,28.844003325646373,26.0
2010-04-30,5767076.369999999,1109395.9199999997,4657680.45,12307,3,21.39618220180651,27.0
2010-05-01,1238931.7800000003,456095.04000000015,782836.74,8109,3,39.36450054178264,20.333333333333332
2010-05-02,7048616.7700000005,1650760.5,5397856.27,42557,8,32.509401052753674,22.875
2010-05-03,8063704.92875,2460830.14,5076014.685,29676,5,33.76751507077178,19.4
2010-05-04,2699461.62,796933.4000000004,1902528.22,17773,4,29.70950901430144,22.5
2010-05-05,6058031.33,1303808.8200000003,3968126.8449999997,17470,2,25.554480465043156,22.0
2010-05-06,7257478.13,1996849.1800000002,4733476.295,25538,6,33.82404332239269,19.0
2010-05-07,4949495.68,1387809.0699999998,3561686.6100000003,17470,5,34.464498081285925,25.0
2010-05-08,321142.24,120591.88,200550.36,1258,1,37.550924475086184,2.0
2010-05-09,4341771.81,1433314.9299999997,2908456.88,15865,4,37.15724521170152,15.5
2010-05-10,3426016.87,970155.0399999997,2455861.83,9558,2,31.227280718828204,27.0
2010-05-12,1610535.14,632704.4500000001,977830.69,11451,3,38.23568366551582,39.333333333333336
2010-05-13,805021.9099999999,296545.14,508476.77,6895,2,36.864754889420034,40.0
2010-05-14,3752679.44,1434490.6787500002,2303591.2199999997,12314,4,37.68501224833403,19.5
2010-05-15,4115031.85875,1177180.1899999997,2712375.505,7103,1,28.606830527858538,22.0
2010-05-16,1896890.37,571211.4299999999,1325678.94,3371,2,32.28442039598334,33.5
2010-05-17,5461283.83875,1360641.1999999997,3578958.7849999997,22484,4,29.879033917850396,30.25
2010-05-18,6248744.41,2207501.0900000003,4041243.32,30464,7,38.05952801547993,27.285714285714285
2010-05-19,3799410.31,1196646.5,2602763.81,14119,4,47.46720495142109,27.25
2010-05-20,1223818.98,468966.3300000001,754852.6499999999,5365,3,39.65832592450119,42.0
2010-05-21,1835610.07,456578.0899999997,1379031.98,2807,2,30.469137767711125,24.0
2010-05-22,7271578.39,1737292.55,5312134.945,14939,4,26.892105481517298,28.75
2010-05-23,263881.14,93729.00000000001,170152.14,2486,2,34.57079020613624,42.5
2010-05-24,3245270.29,814885.0399999999,2430385.25,10857,2,28.31280529604648,8.0
2010-05-25,5563859.56875,1351723.62,3716964.5949999997,24915,3,27.792266322630194,20.0
2010-05-26,10184208.6775,3570985.8887500004,6065641.89,33480,4,47.31812590537282,34.75
2010-05-27,51874.8,13399.600000000006,38475.2,5560,1,25.830653804930343,21.0
2010-05-28,5897766.47875,2145494.31875,3618178.8649999998,21483,4,42.57697286863564,13.5
2010-05-29,7658878.65875,2542556.15875,4982229.205,29450,5,33.45065188382381,24.2
2010-05-30,1789211.9800000002,274802.09999999974,1514409.8800000001,13606,3,35.53073472305149,31.666666666666668
2010-06-01,4790739.01875,1335999.43,3111194.485,12775,2,33.35758045473567,12.0
2010-06-02,10209764.51,2375607.2399999993,7547876.595,29688,7,26.05960017340986,28.571428571428573
2010-06-03,5125902.05,1400781.5599999998,3725120.4899999998,20861,5,29.459921490946726,27.0
2010-06-04,9405961.559999999,2670241.19875,5859556.715,37764,5,35.49406566726937,26.8
2010-06-05,997397.8200000001,400321.41000000003,597076.41,6485,2,38.557980203820264,28.5
2010-06-06,2842069.81,876033.3899999999,1966036.4200000002,15630,5,28.537554353975764,29.8
2010-06-07,6204015.28875,1849663.0887499999,4220258.904999999,14310,4,31.329093859047045,18.25
2010-06-08,3481762.63,1021217.3400000001,2460545.29,14766,4,31.79318088522717,21.25
2010-06-09,974529.0999999999,505031.60999999987,469497.49,6254,2,55.135544023158424,31.5
2010-06-10,886947.54,320528.82000000007,566418.72,5813,1,36.13841918993316,27.0
2010-06-11,6155117.35,1924776.2187500002,4002231.2299999995,20374,4,31.183551299261982,26.0
2010-06-12,4744442.20875,1496411.19875,3113937.715,18354,3,35.632758181628134,23.333333333333332
2010-06-13,2762404.3200000003,1040141.28,1722263.04,19559,5,41.53864248118474,24.6
2010-06-14,4696925.39875,1318143.3600000003,3063645.945,10038,4,32.69677768957274,16.25
2010-06-15,6284146.26875,1772430.35875,4377622.615,15566,3,27.31216670517951,11.0
2010-06-16,5003597.43875,1353275.1900000004,3141894.645,20029,3,40.64582023902128,19.0
2010-06-17,1040161.87,381722.99,658438.88,4465,2,43.29525060489379,20.5
2010-06-18,7578424.8,2537126.1175,4564562.22,17334,2,33.66240754581345,33.0
2010-06-19,1584540.28,633279.85,951260.4299999999,4711,2,40.37326283209248,39.0
2010-06-20,2788692.9,378092.0,2410600.9,6610,1,13.55803645500012,10.0
2010-06-21,2642778.02,1104155.3599999999,1538622.6600000001,23002,3,36.62525638657686,22.333333333333332
2010-06-22,2701737.16,1196787.6799999997,1504949.48,17235,3,46.977674562688016,10.0
2010-06-23,1424476.32,744006.09,680470.23,14548,5,42.01492082006731,28.4
2010-06-24,5445229.080000001,1717295.48,3727933.6,28374,5,33.83744648776716,15.8
2010-06-25,5145401.62875,1592201.8787500001,3419106.455,23742,3,31.497545349846263,28.333333333333332
2010-06-27,1083408.32,406829.8400000001,676578.48,4244,1,37.550924475086184,30.0
2010-06-28,1474588.92,260080.66000000003,1214508.26,3323,3,23.027814315165614,28.0
2010-06-29,6581736.19875,1981776.15,4221696.195,28777,5,32.451238982943934,24.4
2010-06-30,5508940.73,2147060.8899999997,3361879.84,29016,6,39.024203649435044,30.5
2010-07-01,4666873.18,996596.4799999997,3442521.425,14964,3,32.534383936600115,21.666666666666668
2010-07-02,4312277.64,1947768.71,2364508.9299999997,24920,4,44.93616100612962,33.0
2010-07-03,3394038.34,1014782.9199999997,2379255.42,15441,4,31.07996345385969,34.75
2010-07-04,3640761.11,903434.2099999996,2737326.9000000004,10889,3,25.48705465178325,27.333333333333332
2010-07-05,8253015.91,1748997.0200000003,6396611.3149999995,23872,4,25.201354143754898,32.25
2010-07-06,723534.3600000001,261473.88000000012,462060.48,4742,1,36.13841918993316,30.0
2010-07-07,1451071.5,546922.01,904149.4899999999,5719,2,40.30924930608951,28.0
2010-07-08,6858774.7,1899250.28,4959524.42,25006,5,36.10638759350983,18.8
2010-07-09,6067724.15,2197841.4387499997,3613953.61,24947,3,36.387790544337484,14.0
2010-07-10,719515.63,222630.06000000003,496885.56999999995,17471,3,29.831916889672286,27.0
2010-07-11,3291626.38,1242977.2400000002,2048649.1400000001,19921,3,36.30352161958335,17.0
2010-07-12,677541.7000000001,207747.40000000008,469794.3,8290,1,30.661935641747224,29.0
2010-07-13,1231801.72,613755.06,618046.66,9101,2,54.0905275634657,40.0
2010-07-14,3400223.71,675671.24,2724552.47,9211,3,26.0736007759444,12.666666666666666
2010-07-15,354941.44,238533.12,116408.32,3248,1,67.20351390922401,49.0
2010-07-16,610768.4,242896.39000000007,367872.0099999999,1397,1,39.7689844464776,17.0
2010-07-17,3151637.9,1407752.6700000002,1743885.23,17611,4,46.5446229206819,26.5
2010-07-18,4839491.62,1904780.33875,2803099.23,18557,5,35.62324935740295,28.8
2010-07-19,2413669.2800000003,924768.44,1488900.84,10838,2,39.26423284639678,24.5
2010-07-20,10461472.318750001,3614705.6675000004,6378676.625,40219,7,35.81374279127032,17.857142857142858
2010-07-21,5738994.97875,1062193.23,4113455.395,12808,3,19.928295716668785,15.333333333333334
2010-07-22,1780272.93,442042.45,1338230.48,8173,2,25.315255075209716,17.5
2010-07-23,4880340.31875,909488.2999999999,3373923.165,8196,2,16.56907001393691,29.0
2010-07-24,1021957.8200000001,335299.64,686658.1799999999,9854,2,34.106430058416706,6.5
2010-07-25,10139931.6375,2935673.40875,6853753.58,21421,5,27.112694456439975,24.0
2010-07-26,1796829.51,243614.80000000005,1553214.71,4259,1,13.558036455000122,12.0
2010-07-27,3618359.43,897923.2499999999,2720436.1799999997,11313,3,25.143455498636172,30.333333333333332
2010-07-28,3444449.1,800633.1599999999,2643815.94,23836,3,25.17570314995454,13.333333333333334
2010-07-29,4897051.36,1833812.7,3063238.66,20375,5,38.391824781534616,34.2
2010-07-30,1647730.9400000002,687254.1799999999,960476.76,6036,3,46.6585531926803,33.333333333333336
2010-08-02,5091237.65875,1759678.23875,2995415.51,15535,3,47.032875743923036,16.666666666666668
2010-08-03,6931225.0,1721075.32,4442653.205,26922,5,38.59414098271789,30.0
2010-08-04,2126132.18,690267.74,1435864.44,16137,4,38.14920591361655,32.75
2010-08-05,4575531.64,1286484.1999999997,3289047.4399999995,13616,2,30.469137767711125,10.5
2010-08-06,2775838.4299999997,1153869.74,1621968.69,19205,3,39.01609219237985,15.333333333333334
2010-08-07,5823417.92,2533191.21875,3266240.18,22723,3,49.767352855487026,22.666666666666668
2010-08-08,8784464.17875,1751242.4999999998,5859126.56,25256,4,24.862652953566474,19.5
2010-08-09,3893508.77,1467419.79,2426088.98,29902,6,37.505020190075086,21.5
2010-08-10,3914296.16,765574.6700000002,3148721.49,12703,5,31.70828546904452,28.4
2010-08-11,1413560.5799999998,582453.8699999999,831106.7100000001,8925,2,42.022557677400115,23.5
2010-08-12,4557594.46875,1102827.8,3094935.315,9309,2,19.44994078406045,28.0
2010-08-13,543534.9400000001,244359.42,299175.52,3963,2,51.67096654957858,38.0
2010-08-14,4011886.6100000003,753465.0100000002,3258421.6,12453,4,23.567223759764538,20.5
2010-08-15,4814893.76,1367530.0399999996,3447363.72,19428,3,28.92297644678419,34.666666666666664
2010-08-16,3045327.8200000003,1245942.75,1799385.0700000003,25603,4,35.13442620036945,40.25
2010-08-18,5506100.09,1626167.4400000002,3879932.65,21594,4,33.133253557125926,28.0
2010-08-19,3459602.3,830140.6199999999,2629461.68,11766,4,22.24710073772716,17.0
2010-08-20,5148172.65,2292773.8299999996,2855398.8200000003,34727,6,40.47480674019895,34.5
2010-08-21,1450186.53,611901.9799999999,838284.5499999999,14564,3,31.576293915651167,16.333333333333332
2010-08-22,5029996.600000001,1570483.57875,3116127.31,22143,4,31.406055258557245,33.75
2010-08-23,143075.55,36957.35,106118.2,15335,3,25.830653804930332,6.333333333333333
2010-08-24,4371644.86,1731333.52,2640311.34,20932,3,37.09347808464208,4.666666666666667
2010-08-25,4886563.05875,1457665.039999999,3247340.3049999997,16808,2,30.16801747096946,41.5
2010-08-26,11330896.51,3952439.9387499997,7377420.89,33002,5,34.503648723166535,33.6
2010-08-27,119906.15,39572.82000000001,80333.33,2527,1,33.00316122233931,32.0
2010-08-28,12126714.02,3900016.53,8226697.49,35509,7,32.766848214662424,30.714285714285715
2010-08-29,6956675.12,2598968.0600000005,4357707.06,29739,4,37.19779815379793,18.5
2010-08-30,680892.63,208774.86,472117.77,8331,1,30.661935641747213,1.0
2010-08-31,2005297.49,846981.97,1158315.52,20214,5,40.63065786882684,22.2
2010-09-01,6589683.05,1834648.8099999996,4755034.24,21900,5,30.194982175530235,21.0
2010-09-02,91673.4,30255.12000000001,61418.28,1932,1,33.00316122233931,48.0
2010-09-03,1441885.6,573423.2599999999,868462.34,3298,1,39.76898444647758,4.0
2010-09-04,907240.68,327862.44000000006,579378.24,5946,1,36.13841918993315,15.0
2010-09-05,8502570.31,2351699.0300000003,5363681.545,41232,6,37.68842283375313,21.0
2010-09-06,8540887.28875,2271547.86,6043863.265,28245,5,28.780584884839943,25.2
2010-09-07,4588488.9399999995,1109534.5699999998,3478954.37,15425,7,32.75821621542867,32.57142857142857
2010-09-08,10827347.19875,2824468.83,7803753.274999999,25184,5,28.350135234245137,11.6
2010-09-09,493035.93,76405.88999999998,416630.04000000004,9333,2,19.69434512996522,32.0
2010-09-10,7858947.30875,2390245.8099999996,5118596.375,23836,5,38.73046185723506,14.2
2010-09-12,4576067.9,1324895.42,3251172.48,12548,4,31.49104169241972,13.25
2010-09-13,8013286.15,2634298.7587500005,5352566.69,31188,6,28.85310818815675,22.166666666666668
2010-09-14,11634846.92875,3198718.40875,8301417.449999999,24467,4,28.14132682664777,21.5
2010-09-15,1100675.82,463011.74,637664.0800000001,11894,3,31.576293915651178,28.0
2010-09-16,2046127.2999999998,1211717.15,834410.1500000001,17067,3,58.461523012051806,28.0
2010-09-17,8005991.03875,2610951.31,5101779.994999999,30356,8,42.44693198601618,32.75
2010-09-18,1136780.9,461168.93999999994,675611.96,11251,3,46.280996922892875,40.0
2010-09-19,8544113.870000001,2667992.840000001,5876121.029999999,32267,5,38.68286475789654,33.6
2010-09-20,1522276.45,608320.58,913955.87,14532,5,33.95096184704171,29.4
2010-09-21,3294408.79,867746.79,2426662.0,9259,3,32.84312204144306,38.0
2010-09-22,1066558.92,264505.07999999984,802053.8400000001,1596,1,24.799856345489086,24.0
2010-09-23,4490677.83,1147090.59,3343587.24,10779,2,31.227280718828204,31.0
2010-09-24,1183257.9,427610.7000000002,755647.2,7755,1,36.13841918993316,0.0
2010-09-25,2558104.48,1291509.2400000002,1266595.24,35630,6,43.29964086785813,21.0
2010-09-26,5595329.73,1343114.5000000002,4252215.2299999995,24092,3,28.61162494495548,32.666666666666664
2010-09-27,3624634.86,702707.5,2712375.505,5566,1,19.386987300563565,28.0
2010-09-28,1332055.82,481651.3600000001,850404.46,17710,4,35.78057071307979,43.25
2010-09-29,3753364.2600000002,802680.9000000001,2950683.36,8011,2,27.76270324524836,41.0
2010-09-30,6379032.9399999995,2674068.8200000003,3704964.12,30386,7,44.82448252234563,26.285714285714285
2010-10-01,4225142.83875,1303044.83875,2788004.705,13855,3,30.932204060105246,21.0
2010-10-02,6080516.48,2045595.69,4034920.79,25051,4,40.345012244100786,22.5
2010-10-03,5095407.57,1960298.9300000002,3135108.64,36509,7,36.197745838750684,17.0
2010-10-04,10268622.16875,3078253.27875,7056275.595,34570,6,32.31705036577576,24.333333333333332
2010-10-05,12450504.18,3141318.659999999,9056631.325,36838,7,30.93993474606694,22.142857142857142
2010-10-06,6154555.84,2119801.1100000003,4034754.73,21762,4,32.64091023435217,16.25
2010-10-07,1660832.1,589147.98,1071684.12,16003,2,34.57079020613623,31.5
2010-10-08,3576428.68,1438202.34,2138226.34,13551,5,38.3494246884641,34.0
2010-10-09,4333966.29,1061300.8400000003,3272665.4499999997,13327,2,25.554480465043156,39.0
2010-10-10,6798403.109999999,1657855.19,4787931.965,25004,8,29.59506577749711,29.75
2010-10-11,1357256.37,336597.6299999999,1020658.74,2031,1,24.799856345489093,7.0
2010-10-12,8583833.22,2428967.45,5795214.255,29582,7,36.51911241681736,23.571428571428573
2010-10-13,4128821.5987500004,1196486.52,2722603.2649999997,8676,2,27.4100450595485,24.5
2010-10-14,2089829.5,822677.3199999998,1267152.18,14758,2,36.86475488942003,28.0
2010-10-15,1967442.96,738793.02,1228649.94,7707,1,37.550924475086184,49.0
2010-10-16,1515882.3,547815.9,968066.4,9935,1,36.13841918993315,33.0
2010-10-17,751955.6799999999,505340.63999999996,246615.04000000004,6881,2,67.203513909224,23.0
2010-10-18,3182831.04,1195182.48,1987648.5599999998,12468,2,37.55092447508619,2.5
2010-10-19,8058095.75875,2546490.7975000003,4999107.38,19510,3,32.07863622582524,15.0
2010-10-20,2719851.61,1001681.6200000001,1718169.9899999998,18067,2,35.27704284871274,13.5
2010-10-21,6976414.88875,2291365.1599999997,4472997.695,26024,4,32.96991662903093,36.75
2010-10-22,5297224.35,2172092.25,3125132.1,22141,4,45.175502033635425,37.25
2010-10-23,6594262.43875,2080424.2987500003,4147147.9499999997,17811,4,32.32918479899017,20.5
2010-10-24,4928782.2,1401239.0999999999,3527543.1,23985,6,28.849851910694934,20.0
2010-10-25,3084780.23,883897.0499999999,2200883.18,6873,2,31.17539041028764,15.0
2010-10-26,811342.12,256806.20000000007,554535.9199999999,12960,2,31.832548432043268,32.5
2010-10-27,3827435.76,525248.02,2750587.745,14472,2,19.694345129965228,8.0
2010-10-28,6910536.16,2427233.89875,4119226.0199999996,22237,3,45.21833195865903,19.0
2010-10-29,4930105.52,1569459.5100000002,3360646.0100000002,20483,5,36.10961261260087,32.8
2010-10-30,5890797.14875,1912815.49875,3663167.4699999997,25401,4,35.00448512999826,17.0
2010-10-31,4772415.19,2034828.7087500002,2630837.8400000003,28403,5,38.20804863004182,23.4
2010-11-01,11350251.12875,3492824.9275,7614150.085,33651,8,31.07654379130549,25.875
2010-11-02,1328142.38,457415.07999999996,870727.2999999999,11424,3,37.09347808464208,9.333333333333334
2010-11-03,2686464.0500000003,924688.9,1761775.15,16033,4,31.703104013143452,16.25
2010-11-04,2354811.15,695827.4600000002,1658983.69,16631,4,28.269508481237445,23.25
2010-11-05,761013.8500000001,449615.34,311398.51,9119,2,50.10333756578166,35.5
2010-11-06,8352854.15875,1970760.89,5732269.56,19552,4,27.41029314959988,35.0
2010-11-07,4189272.3,2000758.36,2188513.94,23703,5,53.89559444205081,30.6
2010-11-08,964240.6900000001,603133.0200000001,361107.67,10388,2,50.10333756578167,39.0
2010-11-09,1052257.12,707153.76,345103.36000000004,9629,1,67.20351390922401,37.0
2010-11-10,989527.38,405483.99,584043.39,6423,1,40.97754121770738,10.0
2010-11-11,386337.9,127503.72000000004,258834.18,8142,1,33.00316122233931,47.0
